S1,S2,S3,S4,S5,ax,ay,az,gx,gy,gz,Time
-0.03812,-0.1928,-0.28962,-0.19902999999999998,-0.06343,-0.07,-0.99,0.14,-0.28,-2.24,0.42,34.5
-0.04649,-0.20243,-0.28774,-0.19322,-0.06343,-0.06,-0.99,0.14,-0.35,-2.17,0.42,34.51
-0.04649,-0.187,-0.27646,-0.19902999999999998,-0.06343,-0.07,-0.99,0.14,-0.21,-2.31,0.42,34.52
-0.029710000000000004,-0.20243,-0.28023000000000003,-0.18545999999999999,-0.05508,-0.07,-0.99,0.14,-0.21,-2.24,0.49,34.53
-0.03392,-0.18894,-0.28399,-0.19516,-0.05089,-0.07,-0.99,0.14,-0.21,-2.24,0.7,34.54
-0.02338,-0.1734,-0.27646,-0.20674,-0.06343,-0.07,-0.99,0.14,-0.35,-1.82,0.49,34.550000000000004
-0.03392,-0.18506,-0.29708,-0.20096,-0.05926,-0.06,-0.99,0.14,-0.14,-2.17,0.7,34.56
-0.0276,-0.19666,-0.2651,-0.21059,-0.06135,-0.06,-0.99,0.14,-0.14,-2.38,0.63,34.57
-0.04021,-0.20051,-0.28210999999999997,-0.20096,-0.06343,-0.06,-0.99,0.14,-0.21,-2.66,0.7,34.58
-0.03812,-0.1928,-0.27079000000000003,-0.19128,-0.05926,-0.06,-0.99,0.14,-0.07,-2.73,0.84,34.59
-0.03812,-0.18118,-0.28023000000000003,-0.1971,-0.06343,-0.07,-0.99,0.14,0.07,-3.01,0.91,34.6
-0.0444,-0.20435,-0.29335,-0.19322,-0.0446,-0.07,-0.99,0.14,0.0,-2.87,0.98,34.61
-0.0444,-0.20818000000000003,-0.28962,-0.20096,-0.0488,-0.07,-0.99,0.14,0.07,-2.52,0.77,34.62
-0.03812,-0.22154000000000001,-0.28962,-0.18934,-0.05508,-0.06,-0.99,0.14,0.0,-2.66,0.84,34.63
-0.01703,-0.19858,-0.29335,-0.20481999999999997,-0.06551,-0.06,-0.99,0.14,0.0,-2.94,0.84,34.64
-0.029710000000000004,-0.20626999999999998,-0.28774,-0.19516,-0.06135,-0.06,-0.99,0.14,0.07,-2.8,0.91,34.65
-0.03392,-0.20243,-0.28023000000000003,-0.19516,-0.06551,-0.06,-0.99,0.14,-0.07,-2.87,0.98,34.660000000000004
-0.04231,-0.19666,-0.27457,-0.18934,-0.0446,-0.06,-0.99,0.14,-0.14,-2.94,1.19,34.67
-0.029710000000000004,-0.20243,-0.28586999999999996,-0.19516,-0.06343,-0.06,-0.99,0.14,0.0,-3.01,1.26,34.68
-0.04021,-0.20243,-0.28023000000000003,-0.19322,-0.06135,-0.06,-0.99,0.14,0.07,-2.94,1.26,34.69
-0.04649,-0.18894,-0.21086999999999997,-0.19322,-0.06343,-0.06,-0.99,0.14,0.14,-3.08,1.33,34.7
-0.05484,-0.20435,-0.30265,-0.21443,-0.05508,-0.06,-0.99,0.14,0.07,-2.94,1.33,34.71
-0.05484,-0.20243,-0.30451,-0.20867,-0.06343,-0.06,-0.99,0.14,0.14,-2.94,1.26,34.72
-0.03392,-0.20435,-0.29894,-0.19902999999999998,-0.06759,-0.06,-0.99,0.14,0.21,-3.22,1.26,34.730000000000004
-0.0444,-0.21391999999999997,-0.3008,-0.20674,-0.05926,-0.06,-0.99,0.15,0.14,-3.5,1.47,34.74
-0.036019999999999996,-0.20243,-0.3008,-0.1874,-0.06135,-0.07,-0.99,0.14,0.14,-3.22,1.33,34.75
-0.04231,-0.19666,-0.28586999999999996,-0.20096,-0.06135,-0.07,-0.99,0.14,0.0,-3.15,1.4,34.76
-0.03392,-0.19666,-0.28962,-0.20289000000000001,-0.06135,-0.07,-0.99,0.14,0.0,-3.01,1.47,34.77
-0.03812,-0.20243,-0.28774,-0.22589,-0.06343,-0.07,-0.99,0.14,0.07,-2.73,1.19,34.78
-0.036019999999999996,-0.19666,-0.29522,-0.20674,-0.06343,-0.07,-0.99,0.14,0.28,-2.73,1.19,34.79
-0.04231,-0.20626999999999998,-0.29708,-0.20289000000000001,-0.06135,-0.07,-0.99,0.14,0.21,-2.66,1.05,34.800000000000004
-0.05067,-0.20818000000000003,-0.28399,-0.18545999999999999,-0.0446,-0.07,-0.99,0.14,0.14,-2.66,1.19,34.81
-0.05899,-0.21773,-0.30451,-0.19322,-0.06135,-0.07,-0.99,0.14,0.35,-2.52,1.19,34.82
-0.036019999999999996,-0.187,-0.27079000000000003,-0.19902999999999998,-0.06135,-0.07,-0.99,0.14,0.28,-2.31,1.26,34.83
-0.04649,-0.22154000000000001,-0.30451,-0.20867,-0.0446,-0.07,-1.0,0.14,0.14,-1.75,1.05,34.84
-0.03812,-0.20243,-0.29149,-0.20481999999999997,-0.06343,-0.07,-0.99,0.13,0.28,-1.68,1.12,34.85
-0.036019999999999996,-0.19858,-0.29708,-0.20867,-0.05926,-0.06,-0.99,0.14,0.14,-1.75,1.26,34.86
-0.036019999999999996,-0.20626999999999998,-0.28023000000000003,-0.21059,-0.06135,-0.06,-1.0,0.14,0.21,-1.96,1.05,34.87
-0.031810000000000005,-0.20051,-0.29335,-0.20674,-0.06343,-0.06,-0.99,0.15,0.21,-2.31,1.26,34.88
-0.05067,-0.20626999999999998,-0.28023000000000003,-0.21251,-0.06343,-0.06,-0.99,0.15,0.14,-2.8,1.26,34.89
-0.036019999999999996,-0.20051,-0.29522,-0.21251,-0.06343,-0.06,-0.99,0.15,0.21,-3.08,1.4,34.9
-0.04231,-0.2101,-0.29894,-0.22399000000000002,-0.0759,-0.07,-0.99,0.15,0.21,-3.22,1.54,34.910000000000004
-0.05484,-0.21391999999999997,-0.29708,-0.2278,-0.06135,-0.07,-0.99,0.15,0.14,-3.08,1.47,34.92
-0.03812,-0.19858,-0.27835,-0.18934,-0.06343,-0.08,-0.99,0.14,0.07,-3.01,1.54,34.93
-0.05899,-0.20626999999999998,-0.30821,-0.20674,-0.06343,-0.07,-0.99,0.14,0.07,-2.87,1.33,34.94
-0.0444,-0.20435,-0.30265,-0.20481999999999997,-0.06135,-0.07,-0.99,0.14,0.0,-2.87,1.26,34.95
-0.05275,-0.20626999999999998,-0.29708,-0.1971,-0.06343,-0.07,-0.99,0.14,-0.07,-2.59,1.12,34.96
-0.05067,-0.20435,-0.29708,-0.21634,-0.06135,-0.07,-0.99,0.14,-0.14,-2.59,1.12,34.97
