S1,S2,S3,S4,S5,ax,ay,az,gx,gy,gz,Time
-0.01585,0.08052000000000001,0.0478,0.00215,0.02216,0.02,-0.98,-0.21,-0.07,-3.92,0.49,5.8
-0.01585,0.08284,0.04666,-0.00857,0.0244,0.02,-0.97,-0.21,0.21,-4.27,0.56,5.8100000000000005
-0.02706,0.07705,0.04098,0.0,0.030010000000000002,0.01,-0.98,-0.21,0.28,-3.78,0.7,5.82
-0.014730000000000002,0.09333,0.058129999999999994,0.02398,0.0244,0.01,-0.98,-0.21,0.14,-3.71,0.35,5.83
-0.010209999999999999,0.084,0.0478,0.0,0.030010000000000002,0.0,-0.98,-0.2,-0.28,-4.55,0.14,5.84
-0.02371,0.08284,0.053529999999999994,0.00215,0.023280000000000002,-0.01,-0.97,-0.21,-0.21,-4.06,0.0,5.8500000000000005
-0.011340000000000001,0.08865,0.052379999999999996,0.00108,0.027760000000000003,-0.01,-0.98,-0.2,-0.07,-2.87,-0.14,5.86
-0.0136,0.08749,0.0616,0.00539,0.031139999999999998,-0.01,-0.98,-0.2,-0.07,-2.59,-0.35,5.87
-0.011340000000000001,0.09099,0.05467999999999999,0.00323,0.0244,0.0,-0.98,-0.2,-0.7,-3.01,-0.49,5.88
-0.01923,0.08982000000000001,0.059289999999999995,0.00648,0.033389999999999996,0.01,-0.98,-0.2,-0.7,-2.73,-0.77,5.89
-0.01247,0.08749,0.06045,0.00648,0.03565,0.01,-0.98,-0.2,-0.35,-2.87,-1.05,5.9
-0.0136,0.08632000000000001,0.06392,0.01518,0.023280000000000002,0.02,-0.98,-0.21,-0.49,-3.15,-1.05,5.91
-0.0181,0.08865,0.0616,0.01737,0.03452,0.02,-0.98,-0.21,-0.98,-3.5,-1.61,5.92
-0.016980000000000002,0.08516,0.05583,0.013000000000000001,0.032260000000000004,0.01,-0.98,-0.22,-1.19,-3.22,-1.47,5.93
-0.010209999999999999,0.09802000000000001,0.06625,0.011909999999999999,0.030010000000000002,0.0,-0.98,-0.21,-1.19,-2.8,-1.68,5.94
-0.0181,0.09099,0.07209,0.00648,0.03452,0.0,-0.97,-0.21,-1.19,-2.24,-1.89,5.95
-0.0136,0.10038,0.06742000000000001,0.01957,0.033389999999999996,0.01,-0.97,-0.2,-0.84,-1.82,-1.68,5.96
-0.01247,0.08749,0.07679,0.011909999999999999,0.03678,0.01,-0.98,-0.2,-0.84,-2.59,-1.68,5.97
-0.00795,0.10156,0.06742000000000001,0.022869999999999998,0.04018,0.02,-0.98,-0.2,-1.05,-3.08,-2.03,5.98
-0.0068200000000000005,0.09099,0.07797,0.01847,0.03452,0.02,-0.98,-0.2,-1.47,-3.15,-2.31,5.99
-0.0136,0.09567,0.07092000000000001,0.01737,0.03565,0.02,-0.98,-0.2,-1.47,-3.64,-2.38,6.0
-0.011340000000000001,0.09567,0.07092000000000001,0.02729,0.032260000000000004,0.01,-0.98,-0.2,-1.54,-4.69,-2.66,6.01
0.00571,0.10628,0.09104,0.026189999999999998,0.033389999999999996,-0.01,-0.98,-0.2,-1.82,-4.76,-3.22,6.0200000000000005
-0.02035,0.08516,0.06742000000000001,0.022869999999999998,0.03565,-0.04,-0.98,-0.2,-2.17,-3.99,-3.99,6.03
-0.00455,0.10156,0.07915,0.03174,0.04018,-0.06,-0.97,-0.21,-2.66,-2.52,-4.41,6.04
-0.0034100000000000003,0.10038,0.07797,0.03174,0.03452,-0.07,-0.97,-0.22,-2.52,-0.07,-4.69,6.05
0.0,0.10156,0.08865,0.04294,0.04245,-0.07,-0.98,-0.22,-2.17,2.03,-5.32,6.0600000000000005
0.00114,0.10392,0.09222999999999999,0.04745,0.03905,-0.06,-0.98,-0.22,-3.15,3.43,-6.65,6.07
0.0,0.0992,0.09104,0.0577,0.04018,-0.05,-0.97,-0.23,-3.99,4.41,-7.35,6.08
0.0034200000000000003,0.1146,0.09704,0.06229,0.04587,-0.03,-0.97,-0.22,-3.43,5.04,-7.84,6.09
0.00685,0.11341,0.11281,0.07153,0.04587,-0.02,-0.98,-0.2,-2.52,4.2,-8.19,6.1000000000000005
0.01489,0.11222,0.11037000000000001,0.07386000000000001,0.0493,-0.01,-0.99,-0.2,-2.87,4.27,-9.31,6.11
0.016040000000000002,0.11341,0.1055,0.059989999999999995,0.04245,0.0,-0.99,-0.18,-3.85,4.69,-10.08,6.12
0.01489,0.10865,0.1055,0.07037,0.055029999999999996,0.03,-0.98,-0.18,-4.2,2.94,-10.08,6.13
0.00456,0.11102999999999999,0.12019,0.08557000000000001,0.05388,0.04,-0.98,-0.19,-3.85,1.05,-11.06,6.140000000000001
0.01835,0.11818,0.11772,0.08912,0.05732,0.04,-0.98,-0.18,-3.85,-0.07,-11.69,6.15
0.02182,0.12297999999999999,0.12886,0.09982,0.05272999999999999,0.04,-0.98,-0.18,-4.27,-1.26,-12.04,6.16
0.03112,0.129,0.12886,0.10582000000000001,0.06309,0.04,-0.98,-0.21,-5.18,-2.94,-12.25,6.17
0.03462,0.12779000000000001,0.13510999999999998,0.10822999999999999,0.055029999999999996,0.04,-0.98,-0.24,-5.25,-3.85,-12.88,6.18
0.04282,0.1387,0.13385,0.11671,0.06888999999999999,0.04,-0.98,-0.25,-5.25,-3.92,-13.3,6.19
0.04282,0.13505,0.14265,0.12404000000000001,0.061939999999999995,0.04,-0.96,-0.25,-5.18,-3.22,-13.37,6.2
0.04047,0.13748,0.13635999999999998,0.13143,0.07354,0.05,-0.96,-0.25,-5.25,-1.82,-13.09,6.21
0.03345,0.13263,0.13635999999999998,0.12896,0.07704,0.06,-0.95,-0.24,-4.06,-1.19,-12.04,6.22
0.0499,0.15216,0.14645,0.1339,0.07005,0.07,-0.97,-0.24,-2.66,-0.91,-11.76,6.23
0.04165,0.14725,0.15281,0.14012,0.08173,0.08,-0.98,-0.22,-2.38,-0.14,-11.83,6.24
0.05226,0.15462,0.16825,0.14012,0.06541,0.08,-0.97,-0.21,-3.22,1.12,-11.62,6.25
0.05108,0.16329000000000002,0.17084000000000002,0.14261,0.07704,0.08,-0.97,-0.22,-3.85,1.33,-11.2,6.26
0.05108,0.15216,0.17345,0.14261,0.07121,0.07,-0.96,-0.23,-3.71,1.47,-11.2,6.2700000000000005
0.05226,0.15709,0.18261,0.14261,0.07704,0.07,-0.97,-0.23,-3.08,2.17,-11.06,6.28
0.061770000000000005,0.16952,0.18921,0.14386,0.07238,0.06,-0.97,-0.24,-2.38,2.59,-10.78,6.29
