81.07138,0.58836,1.91726,3.18947,2.09177,0.22894,-0.04,-0.98,0.19,0.42,-3.15,0.77
81.07497,0.59737,1.90511,3.19724,2.13692,0.23555,-0.05,-0.98,0.2,0.21,-2.8,0.7
81.07542,0.59016,1.89705,3.13558,2.10864,0.23158,-0.05,-0.99,0.2,0,-2.66,0.49
81.07486,0.59016,1.9132,3.18172,2.1426,0.22762,-0.05,-0.99,0.2,0.07,-2.52,0.7
81.07638,0.59016,1.92947,3.12034,2.10864,0.22762,-0.05,-0.99,0.2,0.07,-1.89,0.98
81.07834,0.59016,1.88902,3.14323,2.08616,0.23423,-0.05,-0.99,0.2,-0.35,-1.54,0.84
81.08145,0.59918,1.90511,3.21283,2.11993,0.2329,-0.05,-0.98,0.2,-0.49,-1.4,0.49
81.08284,0.58121,1.88102,3.12795,2.11993,0.23423,-0.05,-0.98,0.2,0,-1.26,0.42
81.09227,0.57409,1.88902,3.10517,2.06378,0.22499,-0.04,-0.98,0.2,0.28,-1.4,0.56
81.09024,0.58121,1.89303,3.15857,2.03598,0.22499,-0.05,-0.99,0.2,-0.14,-1.68,0.49
81.0859,0.59737,1.90915,3.14323,2.04708,0.22762,-0.05,-0.98,0.2,-0.35,-2.03,0.7
81.08793,0.58836,1.9132,3.17399,2.06378,0.22762,-0.05,-0.99,0.19,-0.07,-2.45,0.98
81.08618,0.59737,1.9132,3.12034,2.08055,0.22894,-0.05,-0.99,0.19,-0.14,-2.66,0.98
81.08315,0.58478,1.92132,3.13558,2.06378,0.22499,-0.05,-0.99,0.19,-0.28,-2.73,0.84
81.08838,0.59016,1.92947,3.18947,2.06378,0.22368,-0.06,-0.98,0.19,-0.21,-2.52,0.98
81.09729,0.60462,1.89705,3.18172,2.05264,0.23423,-0.06,-0.98,0.19,-0.35,-2.1,0.56
81.09928,0.60462,1.88902,3.18172,2.09177,0.23026,-0.06,-0.98,0.2,-0.42,-1.4,0.49
81.09377,0.60099,1.9254,3.18947,2.08616,0.22762,-0.06,-0.98,0.2,-0.49,-0.84,0.56
81.0935,0.60462,1.93766,3.2285,2.09177,0.22762,-0.05,-0.98,0.2,-0.49,-0.63,0.42
81.10459,0.61191,1.94176,3.2285,2.06937,0.21844,-0.04,-0.99,0.2,-0.49,-0.98,0.35
