4.39625,0.00428,-0.01062,0.02201,-0.02123,0.01744,-0.16,-0.99,0.2,-10.78,-13.02,-8.54,
4.37282,0.01399,0.00642,0.06338,0.01285,0.00325,-0.17,-0.99,0.19,-11.06,-11.9,-10.36,
4.39484,0.01291,0.00321,0.03467,0.00641,0.00869,-0.18,-1,0.18,-10.99,-10.64,-12.18,
4.47204,0.01508,-0.01167,0.04421,-0.02334,0.00651,-0.17,-1.01,0.16,-12.32,-9.03,-15.4,
4.58212,0.02599,0.01181,0.07624,0.02362,0.00978,-0.16,-1.01,0.16,-14.14,-7.56,-17.08,
4.735,0.03703,0.02267,0.12504,0.04535,0.01524,-0.17,-1,0.16,-15.61,-6.23,-19.39,
4.9775,0.0326,0.02377,0.16139,0.04753,0.03069,-0.18,-0.99,0.15,-16.73,-3.15,-22.54,
5.27951,0.0315,0.02486,0.20162,0.04972,0.03292,-0.16,-0.97,0.16,-16.17,-1.33,-24.22,
5.66687,0.03815,0.02486,0.22196,0.04972,0.04186,-0.13,-0.98,0.16,-15.75,-3.15,-24.78,
6.13385,0.03815,0.02705,0.25965,0.05411,0.0441,-0.12,-0.99,0.17,-15.54,-4.2,-26.25,
6.6715,0.0527,0.03698,0.29786,0.07395,0.0385,-0.13,-1,0.18,-17.08,-3.57,-28.84,
7.26619,0.0482,0.02486,0.34016,0.04972,0.05654,-0.14,-1,0.16,-19.67,-1.26,-31.78,
7.92695,0.05496,0.03145,0.36514,0.0629,0.052,-0.11,-0.99,0.12,-20.09,1.26,-32.27,
8.64796,0.06177,0.03587,0.39396,0.07174,0.05767,-0.05,-0.99,0.1,-18.55,2.87,-32.97,
9.37719,0.06177,0.03587,0.39396,0.07174,0.06223,0.01,-0.98,0.11,-16.94,3.57,-32.97,
10.12817,0.08597,0.04476,0.4488,0.08953,0.0554,0.07,-0.99,0.12,-15.54,1.12,-32.55,
10.88867,0.06291,0.03366,0.4599,0.06731,0.06452,0.1,-0.88,0.13,-16.8,-4.13,-32.62,
11.64816,0.06291,0.03919,0.49346,0.07839,0.06109,0.09,-0.98,0.11,-19.81,-7.7,-32.76,
12.42559,0.05609,0.03808,0.52741,0.07617,0.06109,0.06,-0.96,0.08,-19.81,-8.96,-32.62,
13.17148,0.06633,0.04031,0.56561,0.08061,0.06795,0.06,-0.94,0.06,-17.01,-11.27,-30.24,
13.86491,0.06862,0.05261,0.61604,0.10522,0.06566,0.07,-0.97,0.03,-12.95,-12.95,-28.07,
14.52829,0.06063,0.047,0.67134,0.094,0.08064,0.09,-1.02,0.03,-12.95,-13.79,-28.91,
15.21748,0.07437,0.05261,0.71553,0.10522,0.07486,0.08,-1.01,0.06,-16.66,-15.61,-31.78,
15.94629,0.07437,0.05939,0.75628,0.11878,0.07717,0.02,-0.96,0.05,-19.81,-15.89,-32.2,
16.67421,0.07553,0.05826,0.80592,0.11651,0.0818,0.02,-0.94,-0.01,-17.71,-13.51,-30.73,
17.39152,0.09653,0.08347,0.92069,0.16694,0.07486,0.06,-0.97,0,-11.69,-11.55,-29.96,
18.14376,0.09299,0.08231,0.97752,0.16462,0.08297,0.11,-1.01,0.03,-9.1,-11.69,-30.66,
18.89019,0.10362,0.09867,1.03093,0.19734,0.08064,0.14,-1,0.04,-11.97,-14.77,-29.96,
19.63666,0.07322,0.1129,1.11277,0.22581,0.08879,0.14,-1.01,0.02,-13.79,-17.5,-29.19,
20.3313,0.11077,0.13463,1.23007,0.26926,0.07833,0.09,-1.01,0.03,-14.28,-17.78,-29.89,
20.96776,0.10362,0.15433,1.29767,0.30865,0.0737,0.06,-0.97,0.05,-14.7,-15.89,-31.01,
21.60813,0.13252,0.17948,1.45252,0.35895,0.08297,0.05,-0.97,0.05,-14.35,-14.14,-32.2,
22.23491,0.12643,0.21309,1.50924,0.42617,0.08762,0.04,-0.96,0.04,-14.77,-9.8,-33.32,
22.90858,0.13375,0.23832,1.58285,0.47665,0.08413,0.06,-0.96,0.04,-12.32,-2.66,-34.3,
23.58253,0.1313,0.23564,1.65808,0.47128,0.09113,0.09,-0.98,0.09,-7.7,0.63,-34.51,
24.26846,0.14605,0.28499,1.71837,0.56998,0.097,0.14,-0.99,0.14,-5.95,-6.02,-33.67,
25.10065,0.15975,0.32059,1.8883,0.64118,0.09113,0.16,-0.99,0.15,-8.75,-14.35,-32.41,
26.08954,0.16857,0.3425,2.01228,0.68499,0.08413,0.2,-0.97,0.08,-13.86,-20.3,-30.45,
26.84553,0.16604,0.37086,2.12204,0.74172,0.09113,0.23,-0.95,0.06,-12.39,-24.64,-29.89,
27.52655,0.17364,0.4124,2.22244,0.8248,0.09347,0.24,-0.95,0.08,-10.01,-26.39,-28.91,
28.20585,0.18385,0.42975,2.33216,0.8595,0.10171,0.2,-0.96,0.09,-10.78,-28.84,-27.86,
28.84272,0.20852,0.44414,2.45192,0.88827,0.10171,0.14,-0.96,0.04,-14.84,-30.87,-27.51,
29.44007,0.20852,0.46851,2.57553,0.93701,0.10882,0.1,-0.96,0.02,-13.86,-31.85,-27.65,
30.04794,0.20197,0.49673,2.66018,0.99346,0.10526,0.06,-0.95,0.07,-11.06,-37.73,-26.32,
30.69173,0.21379,0.52219,2.73213,1.04437,0.09582,0.05,-0.94,0.03,-11.27,-38.36,-24.43,
31.37029,0.21776,0.52047,2.91789,1.04094,0.11358,0.1,-0.93,-0.07,-13.23,-27.44,-24.78,
32.04699,0.21511,0.55344,2.99465,1.10688,0.10882,0.17,-0.94,-0.06,-7.14,-16.03,-28.21,
32.70655,0.21511,0.5783,3.01795,1.1566,0.11716,0.22,-0.98,0.02,0.42,-10.08,-31.08,
33.36461,0.23243,0.6,3.16064,1.20001,0.11716,0.27,-0.99,0.1,0.35,-13.3,-31.15,
34.02666,0.23512,0.61838,3.25029,1.23676,0.11596,0.31,-0.99,0.04,-8.68,-20.93,-28.91,
34.66493,0.22041,0.62766,3.23385,1.25533,0.11716,0.34,-0.99,-0.02,-12.25,-25.55,-26.53,
35.30227,0.24731,0.64455,3.34188,1.2891,0.11836,0.35,-1.02,-0.03,-10.36,-26.88,-26.53,
35.95277,0.26102,0.67126,3.43547,1.34252,0.11119,0.3,-1.02,0.04,-8.89,-25.2,-27.93,
36.57181,0.25004,0.68288,3.50483,1.36576,0.11596,0.21,-0.99,0.05,-13.16,-22.96,-28.14,
37.1359,0.25551,0.69656,3.57531,1.39312,0.12075,0.18,-0.96,-0.01,-16.8,-19.6,-27.65,
37.73107,0.26378,0.7548,3.67409,1.50959,0.11119,0.2,-0.96,-0.06,-13.37,-14.14,-28,
38.35541,0.25551,0.73443,3.79374,1.46886,0.12075,0.25,-0.97,-0.01,-8.61,-9.45,-28.77,
39.0274,0.25551,0.7548,3.78442,1.50959,0.11596,0.29,-0.96,0.04,-8.33,-6.51,-29.33,
39.74197,0.2735,0.77131,3.85951,1.54263,0.11716,0.34,-0.93,0.01,-11.27,-7.7,-27.37,
40.45543,0.26655,0.78174,3.95515,1.56348,0.12316,0.38,-0.92,-0.03,-8.89,-8.75,-25.41,
41.09173,0.28472,0.80709,3.93586,1.61419,0.12075,0.39,-0.96,-0.01,-5.74,-10.43,-24.01,
41.76201,0.28895,0.8221,4.10243,1.6442,0.12677,0.36,-0.99,0.02,-6.09,-13.23,-23.59,
42.39989,0.28613,0.86145,4.1728,1.7229,0.12436,0.27,-0.98,0.02,-12.88,-13.37,-22.54,
43.02708,0.27909,0.8838,4.24423,1.7676,0.13524,0.19,-0.97,-0.02,-14.77,-8.33,-22.68,
43.6767,0.28472,0.91109,4.32721,1.82218,0.13403,0.15,-0.95,-0.05,-13.23,-0.07,-23.66,
44.28911,0.29748,0.9436,4.433,1.8872,0.12436,0.18,-0.94,-0.06,-9.66,6.3,-24.78,
44.96474,0.30894,0.9483,4.42232,1.89661,0.13524,0.25,-0.96,-0.06,-8.4,10.5,-25.55,
45.69326,0.30176,0.95539,4.60723,1.91078,0.145,0.29,-1.01,-0.03,-9.59,12.18,-26.67,
46.39588,0.30463,0.9865,4.60723,1.973,0.13767,0.28,-1.01,-0.02,-13.93,13.51,-28.35,
47.0382,0.31327,0.98408,4.65178,1.96816,0.13403,0.28,-0.97,-0.03,-19.81,14.42,-27.37,
47.64832,0.30319,0.99864,4.69673,1.99728,0.145,0.31,-0.91,-0.07,-20.72,12.74,-25.9,
48.32711,0.30894,1.05076,4.76492,2.10151,0.12918,0.32,-0.9,-0.09,-0.42,13.72,-24.92,
48.90182,0.3075,1.02571,4.77638,2.05142,0.14011,0.32,-0.92,-0.04,-12.81,15.19,-23.52,
49.39686,0.31327,1.05582,4.68545,2.11163,0.14011,0.33,-0.97,0.01,-9.45,15.12,-22.82,
49.99015,0.31617,1.08137,4.97526,2.16274,0.13767,0.37,-0.98,0.03,-10.64,12.04,-22.05,
50.41776,0.30033,1.05328,4.82247,2.10657,0.14745,0.42,-0.96,0.03,-12.11,5.88,-21.42,
50.93783,0.29748,1.08654,4.85732,2.17307,0.13889,0.42,-0.94,0,-11.69,1.96,-20.44,
51.42572,0.30033,1.09172,4.92775,2.18343,0.14133,0.41,-0.92,-0.03,-10.36,-0.7,-18.76,
51.95154,0.30176,1.10999,4.88069,2.21998,0.13403,0.41,-0.9,-0.07,-10.99,-3.36,-16.87,
52.44148,0.30319,1.12848,4.91595,2.25697,0.13524,0.41,-0.91,-0.11,-11.27,-4.9,-16.52,
52.86006,0.30463,1.12318,4.86899,2.24635,0.1499,0.39,-0.92,-0.12,-8.82,-4.62,-16.87,
53.27065,0.3249,1.17161,5.05946,2.34321,0.13767,0.35,-0.93,-0.09,-6.16,-5.04,-16.38,
53.78411,0.31472,1.1472,5.10821,2.29441,0.15237,0.31,-0.96,-0.1,-6.51,-5.67,-16.45,
54.29698,0.34853,1.17434,5.09598,2.34868,0.14745,0.31,-0.96,-0.1,-6.3,-6.72,-16.73,
54.76345,0.36053,1.19918,5.16979,2.39835,0.14255,0.34,-0.95,-0.1,-5.04,-7.98,-17.29,
55.28231,0.32198,1.18258,5.04735,2.36515,0.1499,0.37,-0.94,-0.08,-4.9,-9.94,-15.96,
55.77388,0.34406,1.19085,5.15742,2.38171,0.14868,0.36,-0.92,-0.07,-3.64,-10.85,-18.48,
56.3017,0.36053,1.21595,5.13276,2.43191,0.14622,0.38,-0.9,-0.07,-2.52,-10.92,-16.66,
56.81073,0.34704,1.22724,5.1822,2.45448,0.14868,0.39,-0.92,-0.06,-0.84,-12.81,-16.03,
57.31247,0.35902,1.23575,5.19464,2.47151,0.14745,0.4,-0.92,-0.03,-0.42,-13.86,-14.07,
57.71759,0.36506,1.21877,5.08378,2.43753,0.1536,0.39,-0.93,-0.03,-1.82,-14.56,-13.09,
58.09779,0.37266,1.23291,5.23212,2.46582,0.14133,0.39,-0.92,-0.03,-3.92,-13.09,-12.6,
58.5476,0.37113,1.25292,5.15742,2.50585,0.15483,0.39,-0.91,-0.01,-3.85,-11.27,-12.81,
58.9943,0.37113,1.2386,5.10821,2.47721,0.1536,0.38,-0.92,0.02,-2.66,-12.53,-11.34,
59.36056,0.40042,1.28782,5.24467,2.57565,0.14868,0.35,-0.93,0.01,-3.15,-12.88,-10.64,
59.68809,0.39731,1.24718,5.04735,2.49436,0.15237,0.34,-0.94,-0.02,-4.97,-10.64,-11.48,
60.07856,0.38955,1.28489,5.1822,2.56977,0.15854,0.35,-0.93,0,-4.13,-8.75,-11.97,
60.46938,0.39109,1.29077,5.13276,2.58153,0.16102,0.38,-0.92,0.01,-1.4,-6.37,-11.13,
60.98829,0.38184,1.29077,5.13276,2.58153,0.14622,0.4,-0.92,0.04,0.35,-3.92,-10.5,
61.41093,0.38184,1.27319,5.16979,2.54638,0.16102,0.42,-0.92,0.05,-0.28,-4.9,-9.94,
61.81832,0.39575,1.27903,5.16979,2.55806,0.16475,0.4,-0.9,0.05,-1.82,-4.34,-9.52,
62.16842,0.38338,1.30556,5.3079,2.61112,0.1573,0.39,-0.89,0.03,-2.45,-4.55,-8.19,
62.5107,0.39886,1.28196,5.09598,2.56391,0.16226,0.38,-0.91,-0.01,-4.27,-4.34,-7,
62.75747,0.38955,1.31152,5.26987,2.62303,0.16724,0.36,-0.92,-0.02,-6.16,0.84,-7.56,
63.07195,0.39731,1.28489,5.10821,2.56977,0.16724,0.36,-0.91,-0.01,-6.02,5.39,-8.33,
63.46178,0.42887,1.33253,5.3719,2.66507,0.16102,0.41,-0.91,-0.03,-7.14,7.07,-9.66,
63.95047,0.40826,1.30854,5.15742,2.61707,0.15607,0.44,-0.95,-0.03,-8.33,6.23,-9.73,
64.44902,0.41614,1.33253,5.10821,2.66507,0.16974,0.45,-0.94,-0.02,-11.76,0.84,-8.33,
64.91138,0.40826,1.3265,5.21959,2.653,0.15854,0.41,-0.92,-0.07,-16.17,0.14,-6.72,
65.39794,0.43529,1.32349,5.19464,2.64699,0.16974,0.41,-0.92,-0.11,-15.68,2.73,-7.63,
65.86641,0.41298,1.30854,5.10821,2.61707,0.17349,0.42,-0.91,-0.08,-11.9,4.55,-8.4,
66.27922,0.42727,1.3265,5.13276,2.653,0.16724,0.41,-0.91,-0.09,-11.48,1.96,-8.19,
66.67864,0.4466,1.32951,5.13276,2.65903,0.17224,0.42,-0.91,-0.14,-13.72,-1.19,-8.12,
67.086,0.45149,1.35077,5.14507,2.70153,0.16599,0.42,-0.9,-0.14,-11.76,-2.03,-8.19,
67.44378,0.44823,1.36303,5.19464,2.72606,0.16599,0.39,-0.89,-0.14,-7.56,-1.4,-7.56,
67.74165,0.45149,1.34771,5.12047,2.69542,0.16974,0.38,-0.88,-0.17,-7.35,-1.05,-8.33,
68.1129,0.43529,1.3692,5.08378,2.7384,0.16475,0.4,-0.87,-0.2,-7.84,-1.19,-9.03,
68.51128,0.43529,1.35382,5.13276,2.70765,0.16974,0.42,-0.9,-0.19,-2.45,-1.54,-8.75,
68.90569,0.42727,1.3816,5.13276,2.76321,0.17224,0.41,-0.96,-0.14,0.63,-1.61,-9.1,
69.20056,0.43208,1.35382,5.1822,2.70765,0.17099,0.41,-0.98,-0.13,-4.2,-3.92,-10.08,
69.53947,0.41614,1.34771,5.08378,2.69542,0.176,0.4,-0.92,-0.15,-9.59,-7,-10.15,
69.91034,0.44336,1.37229,5.04735,2.74458,0.18736,0.39,-0.89,-0.16,-7.14,-4.83,-10.15,
70.28211,0.46626,1.3816,5.12047,2.76321,0.17224,0.4,-0.9,-0.11,-1.19,-2.17,-11.13,
70.58283,0.45639,1.39097,5.13276,2.78194,0.16974,0.44,-0.92,-0.06,-0.35,-4.97,-10.99,
70.9221,0.45312,1.3816,5.1822,2.76321,0.16599,0.47,-0.93,-0.04,-4.27,-11.2,-9.8,
71.22024,0.49128,1.40669,5.26987,2.81339,0.16849,0.44,-0.91,-0.05,-8.61,-14.91,-8.89,
71.53355,0.48121,1.4162,5.02321,2.8324,0.17099,0.42,-0.89,-0.1,-8.89,-14.63,-8.68,
71.83098,0.46626,1.40669,5.13276,2.81339,0.16599,0.43,-0.88,-0.1,-6.44,-9.52,-8.61,
72.13248,0.4466,1.40669,5.09598,2.81339,0.17099,0.44,-0.88,-0.06,-5.04,-6.65,-7.77,
72.48543,0.44336,1.40354,5.07161,2.80707,0.17726,0.45,-0.89,-0.05,-5.67,-5.18,-6.79,
72.87064,0.45475,1.40986,5.05946,2.81971,0.16724,0.47,-0.92,-0.05,-7.14,-4.55,-6.23,
73.20885,0.43368,1.38784,5.05946,2.77568,0.1823,0.49,-0.92,-0.04,-8.05,-6.16,-5.6,
73.60026,0.44823,1.3941,5.12047,2.7882,0.17349,0.47,-0.92,-0.05,-9.03,-9.38,-4.41,
73.89911,0.4369,1.39097,5.10821,2.78194,0.176,0.46,-0.91,-0.09,-12.04,-11.97,-4.41,
74.16122,0.4369,1.38472,4.93959,2.76944,0.176,0.45,-0.83,-0.14,-14.21,-11.34,-4.9,
74.40835,0.44336,1.40986,5.12047,2.81971,0.16724,0.47,-0.77,-0.19,-11.9,-9.8,-3.64,
74.61581,0.42727,1.38472,5.02321,2.76944,0.18356,0.5,-0.8,-0.21,-3.01,-9.24,-1.68,
74.78384,0.44823,1.40669,5.07161,2.81339,0.16724,0.5,-0.94,-0.18,1.54,-9.31,-0.56,
74.95817,0.4466,1.39097,5.05946,2.78194,0.17349,0.47,-0.99,-0.16,-2.24,-10.01,-0.84,
75.09154,0.45639,1.37849,5.02321,2.75699,0.17852,0.44,-0.97,-0.16,-6.16,-7.7,-2.17,
75.20452,0.43529,1.37539,5.03526,2.75078,0.17224,0.44,-0.89,-0.16,-3.36,-3.5,-2.45,
75.30318,0.43368,1.35689,4.75349,2.71377,0.17224,0.46,-0.85,-0.16,2.03,-1.68,-0.98,
75.40277,0.43529,1.35996,4.86899,2.71991,0.16974,0.49,-0.86,-0.14,3.57,-2.38,-0.07,
75.44808,0.43529,1.31749,4.83406,2.63499,0.16849,0.5,-0.87,-0.13,3.22,-2.66,1.12,
75.46258,0.44174,1.32951,4.96334,2.65903,0.17726,0.51,-0.89,-0.11,4.06,-1.61,1.47,
75.44399,0.43368,1.33556,4.75349,2.67112,0.16974,0.51,-0.9,-0.11,5.04,-1.75,3.08,
75.42618,0.42887,1.31152,4.77638,2.62303,0.1635,0.51,-0.91,-0.12,3.85,-3.08,3.78,
75.41864,0.42249,1.31152,4.6406,2.62303,0.15978,0.49,-0.9,-0.13,2.17,-2.45,4.83,
75.41546,0.42249,1.29963,4.73071,2.59926,0.16724,0.49,-0.9,-0.14,2.87,-0.98,5.53,
75.37454,0.41614,1.27903,4.73071,2.55806,0.16226,0.47,-0.91,-0.13,2.73,-0.49,6.02,
75.35004,0.40512,1.29372,4.70803,2.58743,0.15854,0.45,-0.89,-0.15,-0.21,0.49,6.44,
75.25399,0.41931,1.27903,4.76492,2.55806,0.1536,0.45,-0.89,-0.16,0.91,3.85,6.02,
75.1126,0.42887,1.31749,4.66298,2.63499,0.16226,0.47,-0.89,-0.13,5.18,7.21,5.95,
74.93358,0.41614,1.32049,4.73071,2.64098,0.15607,0.49,-0.9,-0.12,5.25,6.37,7.14,
74.74735,0.39575,1.30854,4.59616,2.61707,0.1536,0.49,-0.93,-0.1,3.85,1.82,8.05,
74.52046,0.40826,1.35077,4.78787,2.70153,0.1573,0.46,-0.92,-0.11,3.78,0.14,9.31,
74.28917,0.40826,1.35382,4.85732,2.70765,0.15237,0.46,-0.89,-0.15,3.57,0.77,10.01,
74.01604,0.39731,1.35382,4.91595,2.70765,0.1573,0.48,-0.87,-0.17,5.46,0.84,10.92,
73.74536,0.39886,1.37229,4.86899,2.74458,0.145,0.48,-0.88,-0.15,9.38,0.77,12.11,
73.49273,0.38491,1.35996,4.86899,2.71991,0.15237,0.47,-0.91,-0.15,8.96,0.98,13.16,
73.15662,0.39109,1.40669,4.97526,2.81339,0.14622,0.46,-0.92,-0.17,5.88,1.61,12.6,
72.71163,0.38955,1.42576,5.07161,2.85152,0.14745,0.45,-0.92,-0.16,6.65,3.36,12.88,
72.34344,0.40199,1.40669,5.02321,2.81339,0.14745,0.44,-0.9,-0.14,8.89,5.46,13.37,
71.96669,0.41456,1.44828,5.03526,2.89656,0.14868,0.45,-0.9,-0.15,9.45,6.02,13.93,
71.60969,0.43208,1.45152,5.09598,2.90304,0.13403,0.48,-0.9,-0.14,9.66,5.81,14.21,
71.23375,0.43208,1.45802,5.09598,2.91604,0.14868,0.49,-0.9,-0.13,11.27,5.25,15.47,
70.76023,0.42727,1.44828,5.1822,2.89656,0.145,0.49,-0.92,-0.12,12.67,3.78,16.94,
70.26543,0.42727,1.42257,5.23212,2.84513,0.14133,0.48,-0.94,-0.1,12.18,2.94,17.5,
69.7184,0.4114,1.46455,5.15742,2.9291,0.14377,0.45,-0.92,-0.09,10.29,2.52,18.83,
69.16747,0.42727,1.45802,5.28252,2.91604,0.14133,0.46,-0.9,-0.12,9.38,2.45,19.95,
68.51628,0.39886,1.43216,5.15742,2.86433,0.1499,0.46,-0.89,-0.12,10.92,3.5,20.44,
67.94451,0.40512,1.44828,5.23212,2.89656,0.13646,0.44,-0.88,-0.1,12.74,4.69,21.56,
67.30874,0.39886,1.46128,5.32064,2.92256,0.14255,0.45,-0.88,-0.11,12.95,3.92,23.31,
66.65519,0.39264,1.44504,5.33341,2.89009,0.13889,0.46,-0.9,-0.11,13.23,2.24,25.06,
66.01826,0.388,1.43216,5.3719,2.86433,0.13524,0.44,-0.93,-0.09,13.72,2.17,26.11,
65.24926,0.39575,1.40354,5.35904,2.80707,0.13767,0.43,-0.93,-0.07,13.58,2.94,26.74,
64.20508,0.38491,1.38784,5.44973,2.77568,0.12918,0.41,-0.91,-0.07,13.58,3.01,27.44,
63.50704,0.38184,1.3941,5.42366,2.7882,0.12677,0.41,-0.9,-0.07,14.35,2.59,29.26,
62.63844,0.38184,1.39097,5.43668,2.78194,0.12918,0.41,-0.9,-0.06,15.75,1.19,30.73,
62.00023,0.36355,1.35689,5.41067,2.71377,0.12677,0.41,-0.9,-0.05,16.31,-0.21,32.27,
61.52496,0.36204,1.34771,5.39771,2.69542,0.12677,0.39,-0.91,-0.05,16.8,-0.84,33.18,
60.97767,0.35451,1.33253,5.38479,2.66507,0.12316,0.37,-0.92,-0.04,17.15,-0.49,34.23,
60.13807,0.34704,1.28782,5.25726,2.57565,0.12677,0.34,-0.92,-0.03,16.87,0.63,34.65,
59.25598,0.33813,1.24432,5.19464,2.48863,0.13767,0.32,-0.91,-0.04,16.87,3.08,35.14,
58.48079,0.35002,1.27319,5.41067,2.54638,0.11836,0.32,-0.91,-0.05,17.43,5.25,36.26,
57.56582,0.35151,1.22724,5.16979,2.45448,0.12677,0.33,-0.92,-0.04,18.06,7.42,36.4,
56.71579,0.34257,1.22159,5.09598,2.44317,0.12918,0.35,-0.93,-0.04,18.34,10.22,36.61,
55.8742,0.34704,1.18809,5.05946,2.37618,0.12677,0.39,-0.95,-0.03,17.15,9.8,37.24,
54.96554,0.34406,1.158,4.97526,2.316,0.12677,0.41,-0.97,-0.02,15.12,6.09,38.15,
54.15011,0.34853,1.12583,4.91595,2.25166,0.12196,0.38,-0.97,-0.03,11.69,3.85,38.78,
53.30835,0.32198,1.09691,4.86899,2.19383,0.12316,0.31,-0.95,-0.04,10.01,5.25,38.78,
