S1,S2,S3,S4,S5,ax,ay,az,gx,gy,gz,Time
0.35589,1.21864,3.47197,1.0949799999999998,0.27002,-0.21,-0.94,0.25,0.21,0.0,0.63,0.0
0.35497,1.2232,3.44233,1.10269,0.27425,-0.21,-0.94,0.25,0.56,-1.12,1.19,0.01
0.35224,1.2073,3.44233,1.0873,0.27143,-0.22,-0.95,0.24,0.35,-2.03,0.84,0.02
0.36416,1.21183,3.43252,1.0949799999999998,0.27284,-0.23,-0.94,0.24,0.14,-2.03,0.84,0.03
0.35406,1.21409,3.38409,1.1052600000000001,0.27143,-0.23,-0.95,0.24,0.77,-1.61,1.47,0.04
0.35863,1.2232,3.47197,1.10784,0.28131999999999996,-0.22,-0.96,0.24,0.84,-1.89,1.68,0.05
0.35224,1.20956,3.40335,1.10269,0.27566,-0.22,-0.97,0.24,0.0,-1.4,1.33,0.06
0.3486,1.2416200000000002,3.36498,1.1052600000000001,0.28274,-0.22,-0.96,0.25,-0.7,-0.14,1.26,0.07
0.35133000000000003,1.23699,3.4521699999999997,1.10784,0.27284,-0.21,-0.96,0.25,-0.56,0.84,1.54,0.08
0.35133000000000003,1.23699,3.4521699999999997,1.11042,0.27566,-0.21,-0.96,0.26,-0.91,1.47,1.61,0.09
0.35497,1.2300799999999998,3.50198,1.10269,0.27002,-0.21,-0.96,0.25,-1.61,1.47,1.33,0.1
0.35497,1.2277799999999999,3.42276,1.1155899999999999,0.27143,-0.21,-0.95,0.25,-0.98,1.12,1.75,0.11
0.35315,1.24393,3.4521699999999997,1.113,0.27849,-0.21,-0.95,0.25,-0.07,0.49,1.68,0.12
0.35224,1.25092,3.5631199999999996,1.0924200000000002,0.28274,-0.21,-0.95,0.24,0.28,-0.84,1.33,0.13
0.35406,1.25794,3.5425699999999996,1.12077,0.27002,-0.22,-0.95,0.23,0.28,-1.89,1.26,0.14
0.35406,1.27922,3.5838300000000003,1.1311799999999999,0.28274,-0.23,-0.94,0.22,0.7,-2.03,1.12,0.15
0.34318000000000004,1.26029,3.3460300000000003,1.0873,0.28274,-0.23,-0.93,0.21,1.54,-2.17,1.54,0.16
0.35042,1.26736,3.49194,1.11818,0.28415999999999997,-0.23,-0.94,0.21,2.45,-2.03,2.31,0.17
0.35589,1.27922,3.46205,1.113,0.27566,-0.23,-0.95,0.22,2.66,-1.26,2.87,0.18
0.35589,1.2912,3.5528199999999996,1.10269,0.27566,-0.23,-0.97,0.22,2.1,0.42,2.87,0.19
0.35863,1.27684,3.44233,1.1001100000000001,0.27566,-0.21,-0.99,0.24,1.19,1.68,2.66,0.2
0.35224,1.265,3.44233,1.0949799999999998,0.27849,-0.21,-0.99,0.24,0.28,2.38,2.03,0.21
0.35224,1.2887899999999999,3.46205,1.09755,0.27991,-0.21,-0.97,0.24,-0.42,2.87,1.54,0.22
