S1,S2,S3,S4,S5,ax,ay,az,gx,gy,gz,Time
0.33501,1.89062,3.2968900000000003,1.2010299999999998,0.00557,-0.2,-0.98,-0.12,0.07,-2.31,0.91,45.6
0.33211999999999997,1.8467,3.31446,1.2279799999999998,0.015059999999999999,-0.19,-0.98,-0.12,0.07,-2.31,1.05,45.61
0.34517,1.89062,3.31446,1.22347,0.00557,-0.19,-0.98,-0.11,0.14,-2.45,0.84,45.62
0.34663,1.87735,3.3321300000000003,1.2279799999999998,0.01268,-0.19,-0.98,-0.12,0.07,-2.52,0.91,45.63
0.35101,1.8995099999999998,3.4128800000000004,1.1787299999999998,0.000851,-0.2,-0.98,-0.12,0.21,-2.45,0.98,45.64
0.34517,1.8950599999999997,3.341,1.20999,0.00912,-0.2,-0.97,-0.12,0.14,-2.52,1.05,45.65
0.33501,1.87294,3.3767400000000003,1.20551,0.01268,-0.2,-0.98,-0.12,0.07,-2.45,0.98,45.660000000000004
0.33501,1.8641599999999998,3.31446,1.20551,0.01268,-0.2,-0.98,-0.12,0.0,-2.52,1.05,45.67
0.33501,1.88618,3.341,1.18763,0.00203,-0.2,-0.98,-0.12,0.07,-2.45,0.91,45.68
0.33935,1.87294,3.3321300000000003,1.20551,0.007940000000000001,-0.19,-0.98,-0.11,-0.07,-2.38,0.91,45.69
0.33211999999999997,1.82508,3.2881400000000003,1.2010299999999998,0.01031,-0.2,-0.98,-0.12,0.14,-2.24,0.98,45.7
0.33068000000000003,1.88618,3.3588199999999997,1.21448,0.00439,-0.2,-0.98,-0.12,0.07,-2.24,0.98,45.71
0.3379,1.87735,3.3588199999999997,1.18763,0.00675,-0.2,-0.98,-0.12,0.0,-2.1,0.91,45.72
0.33355999999999997,1.8554099999999998,3.22757,1.18318,0.007940000000000001,-0.2,-0.98,-0.11,-0.14,-2.1,0.98,45.730000000000004
0.34226,1.88618,3.31446,1.17429,0.000851,-0.2,-0.98,-0.12,0.0,-2.1,0.84,45.74
0.33501,1.8467,3.2968900000000003,1.20999,0.01268,-0.2,-0.98,-0.11,-0.07,-2.17,1.05,45.75
0.3408,1.85105,3.32329,1.1920899999999999,0.00203,-0.2,-0.98,-0.11,-0.07,-2.17,0.98,45.76
0.34226,1.85978,3.3056699999999997,1.18763,0.00321,-0.2,-0.98,-0.12,-0.14,-2.31,0.91,45.77
0.33501,1.83802,3.2794199999999996,1.1920899999999999,0.00321,-0.2,-0.98,-0.12,-0.14,-2.24,0.84,45.78
