S1,S2,S3,S4,S5,ax,ay,az,gx,gy,gz,Time
0.036969999999999996,0.02922,-0.062029999999999995,-0.052879999999999996,0.029330000000000002,-0.08,-0.98,0.19,-0.14,-2.03,0.42,33.6
0.032560000000000006,0.028130000000000002,-0.06644,-0.05432000000000001,0.03153,-0.07,-0.98,0.19,-0.07,-1.96,0.49,33.61
0.036969999999999996,0.03252,-0.05464,-0.0471,0.03374,-0.07,-0.99,0.19,-0.14,-2.03,0.63,33.62
0.0481,0.03583,-0.0487,-0.0615,0.03263,-0.06,-0.98,0.19,-0.07,-2.38,0.35,33.63
0.04475,0.03362,-0.06056,-0.07007999999999999,0.03153,-0.07,-0.98,0.19,0.14,-2.66,0.63,33.64
0.032560000000000006,0.02375,-0.059079999999999994,-0.05143,0.03595,-0.07,-0.98,0.19,0.21,-2.73,0.77,33.65
0.04587,0.03252,-0.0635,-0.04129,0.03485,-0.07,-0.98,0.19,0.21,-2.73,0.77,33.660000000000004
0.04252,0.03583,-0.0635,-0.055760000000000004,0.03706,-0.07,-0.99,0.19,0.14,-2.66,0.42,33.67
0.03808,0.02375,-0.05612,-0.04854,0.03706,-0.07,-0.99,0.19,0.07,-2.45,0.56,33.68
0.03476,0.02484,-0.07229,-0.05143,0.03706,-0.07,-0.98,0.19,0.21,-2.1,0.49,33.69
0.039189999999999996,0.02375,-0.0635,-0.04854,0.038169999999999996,-0.07,-0.98,0.19,0.28,-1.75,0.49,33.7
0.03476,0.03032,-0.059079999999999994,-0.052879999999999996,0.03595,-0.06,-0.98,0.19,0.28,-1.75,0.77,33.71
0.03476,0.02375,-0.062029999999999995,-0.04854,0.03153,-0.06,-0.98,0.19,0.28,-1.82,0.77,33.72
0.032560000000000006,0.02157,-0.07229,-0.05432000000000001,0.038169999999999996,-0.06,-0.98,0.19,0.21,-2.31,0.77,33.730000000000004
0.04698,0.03583,-0.05316,-0.052879999999999996,0.03153,-0.06,-0.98,0.2,0.14,-2.17,0.77,33.74
0.03587,0.025939999999999998,-0.06056,-0.058629999999999995,0.03153,-0.07,-0.98,0.19,0.07,-2.24,0.84,33.75
0.03808,0.02157,-0.06644,-0.05143,0.029330000000000002,-0.06,-0.98,0.19,0.35,-2.66,0.77,33.76
0.0403,0.025939999999999998,-0.059079999999999994,-0.04854,0.02823,-0.07,-0.98,0.19,0.28,-2.73,0.91,33.77
0.0403,0.02922,-0.06791,-0.058629999999999995,0.02165,-0.07,-0.98,0.2,0.21,-2.45,1.12,33.78
0.039189999999999996,0.03362,-0.06644,-0.052879999999999996,0.029330000000000002,-0.07,-0.98,0.2,0.21,-2.66,0.98,33.79
0.03035,0.03583,-0.07229,-0.058629999999999995,0.03485,-0.07,-0.98,0.2,0.0,-2.94,0.98,33.8
0.039189999999999996,0.03362,-0.06937,-0.04854,0.02713,-0.07,-0.98,0.2,0.14,-2.87,0.91,33.81
0.036969999999999996,0.0183,-0.05612,-0.04854,0.02713,-0.07,-0.99,0.2,0.28,-3.15,1.05,33.82
0.03587,0.02375,-0.07521,-0.06437000000000001,0.030430000000000002,-0.08,-0.99,0.19,0.28,-3.29,1.19,33.83
0.03476,0.025939999999999998,-0.06644,-0.06437000000000001,0.02823,-0.08,-0.99,0.19,0.14,-3.15,1.05,33.84
0.036969999999999996,0.03032,-0.07229,-0.04999,0.03153,-0.08,-0.98,0.18,0.42,-3.29,0.91,33.85
0.03587,0.02157,-0.0576,-0.04999,0.03485,-0.08,-0.99,0.18,0.49,-3.22,1.05,33.86
0.03808,0.027030000000000002,-0.07375,-0.05143,0.030430000000000002,-0.08,-1.0,0.18,0.07,-2.45,0.77,33.87
0.023780000000000003,0.01505,-0.07666,-0.052879999999999996,0.03374,-0.08,-0.99,0.18,-0.28,-1.54,0.42,33.88
0.036969999999999996,0.027030000000000002,-0.06056,-0.0471,0.02713,-0.08,-0.99,0.18,-0.28,-0.84,0.28,33.89
