S1,S2,S3,S4,S5,ax,ay,az,gx,gy,gz,Time
0.10430999999999999,0.00579,-0.06523,0.21404,0.13817000000000002,-0.01,-0.97,0.27,-0.42,-2.31,0.77,40.1
0.10313,0.0067599999999999995,-0.06805,0.20929,0.13817000000000002,-0.01,-0.97,0.27,-0.42,-2.59,0.91,40.11
0.09961,0.00385,-0.06992999999999999,0.20929,0.13942000000000002,-0.01,-0.97,0.27,-0.35,-2.73,0.84,40.12
0.10667,0.000962,-0.06711,0.23806,0.14190999999999998,-0.01,-0.97,0.27,-0.42,-2.66,0.91,40.13
0.10196000000000001,0.00579,-0.06805,0.20929,0.13444,-0.01,-0.97,0.27,-0.42,-2.31,0.84,40.14
0.09844,0.00579,-0.07086,0.20222,0.13444,-0.01,-0.97,0.27,-0.63,-2.31,0.84,40.15
0.10078,0.00967,-0.0624,0.20929,0.13444,-0.01,-0.97,0.27,-0.56,-2.31,0.56,40.160000000000004
0.10196000000000001,0.00193,-0.0718,0.20811,0.13568,-0.01,-0.97,0.27,-0.63,-2.17,0.63,40.17
0.09258999999999999,0.000962,-0.07923,0.21523,0.14190999999999998,-0.01,-0.97,0.27,-0.63,-2.03,0.7,40.18
0.09493,0.00193,-0.0718,0.21048000000000003,0.13942000000000002,-0.01,-0.97,0.27,-0.7,-2.17,0.77,40.19
0.09258999999999999,-0.00575,-0.07086,0.30298,0.13942000000000002,-0.01,-0.97,0.27,-0.56,-2.1,0.56,40.2
0.09961,0.0,-0.07086,0.20929,0.13693,-0.01,-0.97,0.27,-0.63,-1.89,0.63,40.21
0.09493,-0.0019199999999999998,-0.07737999999999999,0.19987,0.13693,-0.01,-0.97,0.27,-0.63,-1.89,0.49,40.22
0.10313,0.0028899999999999998,-0.07737999999999999,0.20811,0.13444,-0.01,-0.97,0.27,-0.7,-1.89,0.63,40.230000000000004
0.09609,-0.00575,-0.07552,0.19987,0.13444,-0.01,-0.97,0.27,-0.49,-1.82,0.63,40.24
0.10196000000000001,0.0,-0.07272999999999999,0.20575,0.13072,-0.01,-0.97,0.27,-0.42,-1.89,0.7,40.25
0.09609,-0.009559999999999999,-0.07366,0.20811,0.13942000000000002,0.0,-0.97,0.27,-0.49,-2.03,0.84,40.26
0.10196000000000001,0.0028899999999999998,-0.07086,0.20575,0.12702,0.0,-0.97,0.27,-0.49,-2.24,0.98,40.27
0.09609,-0.009559999999999999,-0.08383,0.20575,0.13196,0.0,-0.97,0.26,-0.35,-2.24,0.98,40.28
0.09727000000000001,0.0,-0.07737999999999999,0.20222,0.13693,0.0,-0.97,0.26,-0.28,-2.45,1.05,40.29
0.10313,-0.00288,-0.07552,0.20104,0.1332,0.0,-0.97,0.26,-0.49,-2.38,1.05,40.300000000000004
0.09727000000000001,-0.0019199999999999998,-0.07923,0.21166,0.13568,-0.01,-0.97,0.26,-0.49,-2.03,0.91,40.31
0.09844,-0.0038399999999999997,-0.07645,0.20693000000000003,0.12949000000000002,0.0,-0.97,0.26,-0.21,-1.89,0.91,40.32
0.09026,-0.00479,-0.08291,0.20222,0.13072,0.0,-0.97,0.27,-0.14,-2.03,0.98,40.33
0.09844,-0.00479,-0.07737999999999999,0.20693000000000003,0.13817000000000002,0.0,-0.97,0.26,-0.35,-2.24,1.12,40.34
0.09258999999999999,-0.00861,-0.08748,0.20104,0.13444,0.0,-0.97,0.26,-0.28,-2.31,1.19,40.35
0.09376,-0.00479,-0.08566,0.19987,0.11963,0.0,-0.97,0.27,-0.07,-2.45,1.19,40.36
0.09961,-0.00479,-0.08566,0.19752,0.13196,-0.01,-0.97,0.27,-0.14,-2.66,1.4,40.37
0.09727000000000001,0.0028899999999999998,-0.07645,0.19518,0.1332,-0.01,-0.97,0.27,-0.49,-2.87,1.47,40.38
0.09376,-0.00479,-0.08291,0.19752,0.14065999999999998,0.0,-0.97,0.27,-0.35,-3.08,1.4,40.39
0.09258999999999999,-0.00575,-0.08015,0.19869,0.13568,0.0,-0.97,0.27,-0.21,-3.15,1.47,40.4
0.09376,-0.009559999999999999,-0.08107,0.19518,0.13444,0.0,-0.97,0.27,-0.35,-3.22,1.54,40.410000000000004
0.09376,-0.0067,-0.07737999999999999,0.19869,0.13196,0.0,-0.97,0.27,-0.56,-3.29,1.54,40.42
0.09258999999999999,-0.013359999999999999,-0.08291,0.19518,0.13196,-0.01,-0.97,0.27,-0.28,-3.5,1.54,40.43
0.09493,-0.00861,-0.08107,0.19752,0.12825,-0.01,-0.97,0.27,-0.42,-3.78,1.68,40.44
0.09026,-0.01525,-0.08383,0.19401,0.13072,-0.01,-0.97,0.27,-0.42,-3.92,1.68,40.45
0.081,-0.013359999999999999,-0.08566,0.19285,0.11963,-0.01,-0.97,0.26,-0.49,-3.85,1.82,40.46
0.08794,-0.0143,-0.07737999999999999,0.19518,0.13693,-0.01,-0.97,0.26,-0.21,-3.78,1.82,40.47
0.09258999999999999,-0.009559999999999999,-0.0783,0.19869,0.1332,-0.01,-0.97,0.26,-0.21,-3.5,1.82,40.480000000000004
0.09026,-0.01902,-0.08199,0.19518,0.12825,-0.01,-0.97,0.26,-0.14,-3.43,1.82,40.49
0.09727000000000001,-0.013359999999999999,-0.07923,0.19635,0.12455,-0.01,-0.97,0.26,-0.21,-3.43,1.89,40.5
0.08794,-0.013359999999999999,-0.08474,0.18356,0.12949000000000002,-0.01,-0.97,0.26,-0.07,-3.22,1.75,40.51
0.09143,-0.01241,-0.0783,0.19052,0.12825,-0.01,-0.97,0.26,-0.28,-3.01,1.68,40.52
0.09143,-0.0143,-0.07737999999999999,0.19168,0.12455,-0.01,-0.97,0.26,-0.21,-2.94,1.54,40.53
0.09026,-0.01714,-0.08566,0.19635,0.12949000000000002,-0.02,-0.97,0.26,0.07,-2.66,1.61,40.54
0.09376,-0.0067,-0.07923,0.20104,0.12702,-0.01,-0.97,0.26,-0.07,-2.31,1.47,40.550000000000004
0.09727000000000001,-0.00479,-0.07737999999999999,0.18587,0.12332,-0.01,-0.97,0.27,-0.21,-2.45,1.54,40.56
0.09493,-0.0067,-0.08291,0.3133,0.12578,-0.01,-0.97,0.27,-0.07,-2.59,1.4,40.57
0.09143,-0.01146,-0.08566,0.19052,0.13072,-0.01,-0.97,0.26,-0.07,-2.45,1.47,40.58
0.08794,-0.01241,-0.08474,0.19285,0.13196,-0.01,-0.97,0.26,-0.07,-2.38,1.4,40.59
0.09493,-0.013359999999999999,-0.08291,0.18470999999999999,0.12332,-0.01,-0.97,0.27,-0.21,-2.24,1.4,40.6
0.09844,-0.009559999999999999,-0.08657000000000001,0.19401,0.11473,-0.01,-0.97,0.27,-0.21,-2.24,1.19,40.61
0.08678,-0.021830000000000002,-0.08566,0.18703,0.12949000000000002,-0.01,-0.97,0.26,-0.21,-2.38,1.26,40.62
0.08794,-0.013359999999999999,-0.08748,0.18935,0.12949000000000002,-0.01,-0.97,0.26,-0.35,-2.24,1.19,40.63
0.09376,-0.0143,-0.09293,0.19285,0.12578,-0.01,-0.97,0.27,-0.28,-2.17,1.19,40.64
0.0764,-0.0209,-0.08931,0.18470999999999999,0.12455,-0.01,-0.97,0.27,-0.28,-1.89,0.98,40.65
0.081,-0.02277,-0.09112,0.19052,0.12949000000000002,-0.01,-0.97,0.27,-0.07,-1.89,1.26,40.660000000000004
0.09493,-0.0067,-0.08566,0.18587,0.12332,-0.01,-0.97,0.27,-0.28,-2.24,1.19,40.67
